名称,法人,注册资本,注册时间,电话,souji1,邮箱,统一信用代码,企业类型,行业,注册地址,经营范围,省份,城市,区
杭州爱医云医疗科技有限公司,孙国原,1000万元人民币,2017/4/11,13905810739,13605818686；0571-81968236；,,91330109MA28NNYB2L,有限责任公司(自然人投资或控股),租赁和商务服务业,浙江省杭州市萧山区经济技术开发区启迪路198号A-B102-749室,从事医疗信息软件技术、医疗电子产品领域内的技术开发、技术服务、技术咨询、技术转让；一类、二类医疗器械销售**（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,杭州市,萧山区
浙江恩大智能科技有限公司,桂晓锋,3300万元人民币,2009/8/10,0571-61077893,13706710529；,sales@yueyangchem.com,91330185691734539U,有限责任公司(自然人独资),非金属矿物制品业,浙江省杭州市临安区青山湖街道市地街33(3幢整幢),计算机软硬件开发、维护、销售；智能装备(传感器、机械人、机械臂、3D打印、AGV叉车、精密仪器）研发、销售；氧化铁磁芯、磁粉、磁性器件生产、销售。,浙江,杭州市,临安区
南京大班实业有限责任公司,杨海平,500万元人民币,1997/10/29,025-84600884,13805176633；025-84600883；,624185418@qq.com,913201042499827405,有限责任公司(自然人投资或控股),批发业,南京市秦淮区瑞金路21号706室,危险化学品批发（按许可证所列范围经营）；化工产品研发、生产、销售；化工机械、金属材料、建筑材料、五金交电、仪器仪表、文化办公用品、机械设备、电子设备、百货、工艺美术品、电站配套设备、环保设备销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,秦淮区
江苏宇弘隆建设工程有限公司,周洋,5080万元人民币,2017/10/16,13851873280,13605166286；,yp_deng@163.com,91320106MA1RAKLG74,有限责任公司(自然人投资或控股),房屋建筑业,南京市鼓楼区幕府山缤纷商业广场8幢327室,房屋建筑工程、钢结构工程、地基与基础工程、室内外装饰工程、建筑幕墙工程、土石方工程的设计、施工；机电设备安装（不含特种设备）；机械设备租赁；建筑材料销售。文物保护工程施工；施工专业作业；各类工程建设活动；建设工程设计；工程管理服务；市政设施管理；房屋建筑和市政基础设施项目工程总承包；建筑劳务分包；建筑物清洁服务；金属门窗工程施工；园林绿化工程施工；（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,鼓楼区
江苏宏兴龙翔新能源科技有限公司,吴文铭,70000万元人民币,2017/10/17,15205186056,13815419503；,15205186056@qq.com,91320100MA1RP15X4Y,有限责任公司(自然人投资或控股),科技推广和应用服务业,南京市鼓楼区新模范马路66号南邮大厦1-25号,新能源新技术的研发与咨询服务；新能源产品的生产与销售；新型环保建筑材料、机械设备、电子产品、汽车及零部件的制造与销售；化工材料、矿产品销售；房地产开发；自然景区管理服务；养老服务；有机食品、农产品、水产品的加工与销售；教育信息咨询服务；互联网信息服务；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,鼓楼区
杭州安妮纸业有限公司,蔡兴尧,300万元人民币,2009/9/24,0571-88739515,13388426575；,cxyanne@163.com,913301106945799251,有限责任公司(自然人投资或控股),其他制造业,杭州余杭区五常街道天目山西路33号,纸张分切加工；销售：日用品、办公用品、电子产品（前置审批的项目除外）、建筑材料、商用车；货物进出口（法律、行政法规禁止的项目除外，法律、行政法规限制的项目取得许可后方可以从事经营活动）；服务：企业管理咨询；计算机系统服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,杭州市,余杭区
杭州图序信息技术有限公司,王平振,500万元人民币,2014/7/8,18621836555,13456866189；,,913301103963191058,有限责任公司(自然人独资),信息传输、软件和信息技术服务业,杭州市余杭区仓前街道良睦路1399号8号楼118室,服务：信息技术、网络技术、计算机软硬件的技术开发、技术服务、技术咨询、技术转让，企业形象策划，企业品牌策划，设计、制作、代理国内广告；其它无需报经审批的一切合法项目。,浙江,杭州市,余杭区
南京懋尔浩信息科技有限公司,王浩文,200万元人民币,2017/8/22,13916749180,13916749184；13916749183；,,91320102MA1Q4DR872,有限责任公司(自然人投资或控股),软件和信息技术服务业,南京市玄武区花园路8号,网络信息技术、计算机软硬件技术开发、技术服务、技术咨询、技术转让；计算机软硬件及配件、仪器仪表、机电设备、电子元器件的销售；通信设备的研发及销售（不含卫星电视广播地面接收设施）；测试仪器设备租赁；自营和代理各类商品及技术的进出口业务（国家限定公司经营或禁止进出口商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,玄武区
南京乐承家居有限公司,翁根勇,500万元人民币,2016/5/10,13951618806,,270081092@qq.com,91320114MA1MKL3632,有限责任公司(自然人投资或控股),零售业,南京市雨花台区龙藏大道12号弘阳A4区343、344、345、346、347、348号,家居用品、厨卫用品、五金、家用电器、日用百货、电子设备销售；建材、家具生产、销售；室内装饰工程设计、施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,雨花台区
桐乡市金利马织造有限公司,王新明,800万元人民币,2011/5/20,18205732889,18757369532；,,91330483575349131R,有限责任公司(自然人投资或控股),商务服务业,桐乡市濮院镇毛衫城工业园区,纺织产品、服装、服饰制品、针织面料的生产销售；新型纺织设备的生产销售；自有房屋出租；货物进出口、技术进出口。,浙江,嘉兴市,桐乡市
徐州鹏举机械设备租赁有限公司,邵红,800万元人民币,2015/1/15,13914882951,,13914882951@qq.com,91320301323741233N,有限责任公司(自然人独资),租赁业,徐州经济技术开发区徐庄镇周庄村供销社楼101铺及东二层,机械租赁；路面维护。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,徐州经济技术开发区
徐州锟宸机械科技有限公司,孟祥成,200万元人民币,2017/11/23,18651795088,15895222698；,18651795088@163.com,91320301MA1TBMMB59,有限责任公司(自然人独资),科技推广和应用服务业,徐州经济技术开发区桃山南路16号,建筑工程机械及配件、金属制品、配电控制设备的开发、制造、销售、维修；道路普通货物运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,徐州经济技术开发区
江苏天等机电设备有限公司,陆义兵,1000万元人民币,2017/7/20,18151614499,,772751756@QQ.COM,91320116MA1PXW4P95,有限责任公司(自然人投资或控股),零售业,南京市六合区龙池街道雄州南路399号恒盛园区412幢六单元301室,机电设备及配件、拉丝模具、工业自动化仪器仪表、管件、泵阀、玻璃仪器、电线电缆、实验室设备、铜丝、普通管道及配件、机械设备及配件、电气设备、电子产品、钢材、塑料制品、化工产品（不含危险化学品）销售；机电设备、机械设备、电气设备、模具、自动化设备租赁、安装、维修及技术咨询、技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,六合区
江苏三阳能源有限公司,张旭,1000万元人民币,2015/6/5,15262130578,,,913203243391419960,有限责任公司(自然人投资或控股),批发业,睢宁县魏集镇府前街80号,煤炭批发；光伏发电；光伏设备及元器件、太阳能光伏发电产品、太阳能光热产品、太阳能用具、日用百货、纺织服装、不锈钢制品、机械设备、五金交电、电子产品、通讯器材及配件（地面卫星接收设备及无线电发射设备除外）、建材（危险品除外）、汽车配件、办公用品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,徐州市,睢宁县
江苏壹陆智慧智能科技有限公司,仲杰,1600万元人民币,2017/6/13,18061255222,18951893319；025-86188882；,214891666@qq.com,91320102MA1P6PAB62,有限责任公司(自然人独资),专业技术服务业,南京市玄武区珠江路185号,酿酒设备研发、销售；建筑智能化工程、网络工程施工、维护；计算机软硬件的销售、技术开发；计算机软件技术咨询、技术服务；电子产品及配件销售；安防设备销售、安装；机电设备销售、安装及技术服务；物业管理；园林绿化工程、室内外装饰工程、建筑工程施工；自营和代理各类商品及技术的进出口业务（国家限定公司经营或禁止进出口商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,玄武区
杭州临安新世界门业有限公司,蒋森洪,300万元人民币,2000/3/7,13325811971,13758283218；0571-63718218；0571-63733253；,532644959@qq.com,92330185MA28TJB599,有限责任公司(自然人独资),零售业,浙江省杭州市临安区锦城街道农林大路578号,销售、上门安装：铝合金门窗；销售：遥控门、自动门、进户门；服务：室内外装饰装潢设计、施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,杭州市,临安区
